year,state,state_ansi,crop,acres_harvested,acres_planted,production_dollars,production_bu,yield_buperacre
1985,PENNSYLVANIA,42,CORN,1380000,1780000,376464000,151800000,110
1985,RHODE ISLAND,44,CORN,,4000,,,
1985,SOUTH CAROLINA,45,CORN,520000,560000,98384000,45760000,88
1985,SOUTH DAKOTA,46,CORN,3000000,3510000,521640000,252000000,84
1985,TENNESSEE,47,CORN,810000,950000,182574000,79380000,98
1985,TEXAS,48,CORN,1490000,1550000,389561000,156450000,105
1985,UTAH,49,CORN,16000,80000,5152000,1840000,115
1985,VERMONT,50,CORN,,109000,,,
1985,VIRGINIA,51,CORN,550000,740000,130680000,54450000,99
1985,WASHINGTON,53,CORN,135000,190000,57240000,21600000,160
1985,WEST VIRGINIA,54,CORN,73000,110000,17093000,7665000,105
1985,WISCONSIN,55,CORN,3350000,4300000,785006000,358450000,107
1985,WYOMING,56,CORN,53000,114000,12466000,5194000,98
1985,ALABAMA,1,SOYBEANS,1030000,1080000,140719000,27810000,27
1985,ARKANSAS,5,SOYBEANS,3700000,3750000,508880000,98050000,26.5
1985,DELAWARE,10,SOYBEANS,240000,245000,36000000,7200000,30
1985,FLORIDA,12,SOYBEANS,230000,260000,31096000,5980000,26
1985,GEORGIA,13,SOYBEANS,1550000,1800000,179304000,37200000,24
1985,ILLINOIS,17,SOYBEANS,9000000,9100000,1977525000,382500000,42.5
1985,INDIANA,18,SOYBEANS,4460000,4500000,932854000,185090000,41.5
1985,IOWA,19,SOYBEANS,8150000,8200000,1545403000,309700000,38
1985,KANSAS,20,SOYBEANS,1410000,1500000,216365000,43710000,31
1985,KENTUCKY,21,SOYBEANS,1230000,1260000,219973000,41820000,34
1985,LOUISIANA,22,SOYBEANS,2100000,2250000,220941000,44100000,21
1985,MARYLAND,24,SOYBEANS,400000,410000,64128000,12800000,32
1985,MICHIGAN,26,SOYBEANS,1080000,1100000,170381000,34560000,32
1985,MINNESOTA,27,SOYBEANS,5000000,5100000,796800000,160000000,32
1985,MISSISSIPPI,28,SOYBEANS,2620000,2700000,365018000,70740000,27
1985,MISSOURI,29,SOYBEANS,5230000,5300000,894958000,180435000,34.5
1985,NEBRASKA,31,SOYBEANS,2360000,2400000,412906000,84960000,36
1985,NEW JERSEY,34,SOYBEANS,129000,130000,21491000,4386000,34
1985,NORTH CAROLINA,37,SOYBEANS,1700000,1800000,197064000,39100000,23
1985,NORTH DAKOTA,38,SOYBEANS,490000,500000,61025000,12740000,26
1985,OHIO,39,SOYBEANS,3870000,3900000,819086000,160605000,41.5
1985,OKLAHOMA,40,SOYBEANS,190000,210000,20539000,4370000,23
1985,PENNSYLVANIA,42,SOYBEANS,185000,190000,30756000,6475000,35
1985,SOUTH CAROLINA,45,SOYBEANS,1230000,1290000,125214000,24600000,20
1985,SOUTH DAKOTA,46,SOYBEANS,1270000,1280000,195072000,40640000,32
1985,TENNESSEE,47,SOYBEANS,1460000,1500000,229921000,45260000,31
1985,TEXAS,48,SOYBEANS,290000,320000,34075000,7250000,25
1985,VIRGINIA,51,SOYBEANS,695000,720000,89481000,17375000,25
1985,WISCONSIN,55,SOYBEANS,300000,350000,46560000,9600000,32
1985,ALABAMA,1,WHEAT,"400,000","500,000","39,040,000","12,800,000",32
1985,ARIZONA,4,WHEAT,"112,000","114,000","34,472,000","9,804,000",87.5
1985,ARKANSAS,5,WHEAT,"570,000","650,000","55,450,000","18,240,000",32
1985,CALIFORNIA,6,WHEAT,"830,000","885,000","236,353,000","68,860,000",83
1985,COLORADO,8,WHEAT,"3,522,000","3,774,000","386,517,000","139,302,000",39.6
1985,DELAWARE,10,WHEAT,"43,000","45,000","5,944,000","2,064,000",48
1985,FLORIDA,12,WHEAT,"100,000","120,000","9,900,000","3,300,000",33
1985,GEORGIA,13,WHEAT,"825,000","950,000","72,377,000","25,575,000",31
1985,IDAHO,16,WHEAT,"1,350,000","1,500,000","228,883,000","72,030,000",53.4
1985,ILLINOIS,17,WHEAT,"750,000","850,000","110,985,000","36,750,000",49
1985,INDIANA,18,WHEAT,"700,000","770,000","107,961,000","37,100,000",53
1985,IOWA,19,WHEAT,"112,000","120,000","15,859,000","5,376,000",48
1985,KANSAS,20,WHEAT,"11,400,000","12,400,000","1,238,952,000","433,200,000",38
1985,KENTUCKY,21,WHEAT,"310,000","430,000","30,566,000","10,540,000",34
1985,LOUISIANA,22,WHEAT,"210,000","250,000","23,205,000","7,140,000",34
1985,MARYLAND,24,WHEAT,"133,000","140,000","18,964,000","6,517,000",49
1985,MICHIGAN,26,WHEAT,"750,000","770,000","127,800,000","45,000,000",60
1985,MINNESOTA,27,WHEAT,"2,683,000","2,835,000","427,571,000","142,426,000",53.1
1985,MISSISSIPPI,28,WHEAT,"300,000","380,000","30,690,000","9,300,000",31
1985,MISSOURI,29,WHEAT,"1,280,000","1,500,000","143,770,000","49,920,000",39
1985,MONTANA,30,WHEAT,"3,960,000","5,660,000","174,147,000","50,240,000",12.7
1985,NEBRASKA,31,WHEAT,"2,300,000","2,600,000","250,263,000","89,700,000",39
1985,NEVADA,32,WHEAT,"24,000","27,000","4,881,000","1,770,000",73.8
1985,NEW JERSEY,34,WHEAT,"37,000","45,000","6,157,000","1,924,000",52
1985,NEW MEXICO,35,WHEAT,"570,000","730,000","59,508,000","20,520,000",36
1985,NEW YORK,36,WHEAT,"145,000","155,000","23,548,000","8,410,000",58
1985,NORTH CAROLINA,37,WHEAT,"760,000","800,000","63,916,000","22,040,000",29
1985,NORTH DAKOTA,38,WHEAT,"8,870,000","9,350,000","1,053,977,000","323,255,000",36.4
1985,OHIO,39,WHEAT,"950,000","1,000,000","175,522,000","58,900,000",62
1985,OKLAHOMA,40,WHEAT,"5,500,000","7,800,000","480,150,000","165,000,000",30
1985,OREGON,41,WHEAT,"1,065,000","1,140,000","189,415,000","56,040,000",52.6
1985,PENNSYLVANIA,42,WHEAT,"210,000","220,000","30,744,000","10,080,000",48
1985,SOUTH CAROLINA,45,WHEAT,"430,000","460,000","35,540,000","12,470,000",29
1985,SOUTH DAKOTA,46,WHEAT,"3,755,000","4,170,000","361,426,000","111,215,000",29.6
1985,TENNESSEE,47,WHEAT,"250,000","340,000","24,000,000","8,000,000",32
1985,TEXAS,48,WHEAT,"5,850,000","8,100,000","555,984,000","187,200,000",32
1985,UTAH,49,WHEAT,"260,000","274,000","26,000,000","8,640,000",33.2
1985,VIRGINIA,51,WHEAT,"285,000","340,000","31,108,000","10,545,000",37
1985,WASHINGTON,53,WHEAT,"2,690,000","2,850,000","437,333,000","128,250,000",47.7
1985,WEST VIRGINIA,54,WHEAT,"8,000","10,000","1,015,000","344,000",43
1985,WISCONSIN,55,WHEAT,"157,000","170,000","24,640,000","8,800,000",56.1
1985,WYOMING,56,WHEAT,"248,000","311,000","16,678,000","5,528,000",22.3
1984,ALABAMA,1,CORN,385000,450000,71321000,25025000,65
1984,ARIZONA,4,CORN,18000,23000,7630000,2430000,135
1984,ARKANSAS,5,CORN,49000,55000,13406000,4655000,95
1984,CALIFORNIA,6,CORN,375000,570000,173400000,51000000,136
1984,COLORADO,8,CORN,680000,840000,242379000,91120000,134
1984,CONNECTICUT,9,CORN,,62000,,,
1984,DELAWARE,10,CORN,150000,160000,50003000,16950000,113
1984,FLORIDA,12,CORN,210000,250000,41633000,13650000,65
1984,GEORGIA,13,CORN,985000,1080000,241502000,80770000,82
1984,IDAHO,16,CORN,75000,165000,24780000,8850000,118
1984,ILLINOIS,17,CORN,10940000,11200000,3317446000,1247160000,114
1984,INDIANA,18,CORN,6030000,6200000,1834326000,705510000,117
1984,IOWA,19,CORN,12900000,13400000,3626448000,1444800000,112
1984,KANSAS,20,CORN,955000,1150000,330669000,119375000,125
1984,KENTUCKY,21,CORN,1460000,1650000,411720000,146000000,100
1984,LOUISIANA,22,CORN,82000,95000,31591000,9430000,115
1984,MAINE,23,CORN,,42000,,,
1984,MARYLAND,24,CORN,590000,685000,203987000,69620000,118
1984,MASSACHUSETTS,25,CORN,,45000,,,
1984,MICHIGAN,26,CORN,2620000,3050000,563405000,220080000,84
1984,MINNESOTA,27,CORN,6440000,7250000,1702028000,689080000,107
1984,MISSISSIPPI,28,CORN,70000,120000,16660000,4900000,70
1984,MISSOURI,29,CORN,1930000,2100000,415336000,154400000,80
1984,MONTANA,30,CORN,15000,90000,4278000,1380000,92
1984,NEBRASKA,31,CORN,6950000,7400000,2079996000,806200000,116
1984,NEW HAMPSHIRE,33,CORN,,23000,,,
1984,NEW JERSEY,34,CORN,99000,130000,29660000,10593000,107
1984,NEW MEXICO,35,CORN,63000,87000,28067000,9450000,150
1984,NEW YORK,36,CORN,670000,1350000,173765000,60970000,91
1984,NORTH CAROLINA,37,CORN,1620000,1800000,408240000,145800000,90
1984,NORTH DAKOTA,38,CORN,630000,970000,106861000,41580000,66
1984,OHIO,39,CORN,3900000,4150000,1191918000,460200000,118
1984,OKLAHOMA,40,CORN,50000,75000,16275000,5250000,105
1984,OREGON,41,CORN,42000,75000,20368000,6678000,159
1984,PENNSYLVANIA,42,CORN,1350000,1780000,420255000,148500000,110
1984,RHODE ISLAND,44,CORN,,4000,,,
1984,SOUTH CAROLINA,45,CORN,447000,490000,95882000,34866000,78
1984,SOUTH DAKOTA,46,CORN,2780000,3400000,456337000,186260000,67
1984,TENNESSEE,47,CORN,690000,850000,190095000,65550000,95
1984,TEXAS,48,CORN,1550000,1680000,436775000,144150000,93
1984,UTAH,49,CORN,16000,82000,5947000,1888000,118
1984,VERMONT,50,CORN,,112000,,,
1984,VIRGINIA,51,CORN,540000,750000,162864000,56160000,104
1984,WASHINGTON,53,CORN,150000,200000,69750000,23250000,155
1984,WEST VIRGINIA,54,CORN,81000,115000,21870000,8100000,100
1984,WISCONSIN,55,CORN,3250000,4150000,888810000,344500000,106
1984,WYOMING,56,CORN,60000,112000,16200000,6000000,100
1984,ALABAMA,1,SOYBEANS,1370000,1400000,174634000,28770000,21
1984,ARKANSAS,5,SOYBEANS,3900000,4050000,607386000,101400000,26
1984,DELAWARE,10,SOYBEANS,250000,260000,35220000,6000000,24
1984,FLORIDA,12,SOYBEANS,325000,340000,48360000,7800000,24
1984,GEORGIA,13,SOYBEANS,2000000,2100000,239600000,40000000,20
1984,ILLINOIS,17,SOYBEANS,9020000,9200000,1676367000,284130000,31.5
1984,INDIANA,18,SOYBEANS,4350000,4400000,885443000,150075000,34.5
1984,IOWA,19,SOYBEANS,8400000,8500000,1500282000,264600000,31.5
1984,KANSAS,20,SOYBEANS,1590000,1700000,160829000,27825000,17.5
1984,KENTUCKY,21,SOYBEANS,1460000,1520000,257851000,42340000,29
1984,LOUISIANA,22,SOYBEANS,2430000,2500000,402287000,66825000,27.5
1984,MARYLAND,24,SOYBEANS,425000,435000,72471000,12325000,29
1984,MICHIGAN,26,SOYBEANS,1190000,1200000,186033000,32130000,27
1984,MINNESOTA,27,SOYBEANS,5240000,5300000,968352000,172920000,33
1984,MISSISSIPPI,28,SOYBEANS,3200000,3300000,466176000,76800000,24
1984,MISSOURI,29,SOYBEANS,5300000,5500000,634516000,108650000,20.5
1984,NEBRASKA,31,SOYBEANS,2550000,2600000,373269000,66300000,26
1984,NEW JERSEY,34,SOYBEANS,133000,135000,24738000,4123000,31
1984,NORTH CAROLINA,37,SOYBEANS,1790000,1850000,276448000,46540000,26
1984,NORTH DAKOTA,38,SOYBEANS,740000,750000,95142000,17020000,23
1984,OHIO,39,SOYBEANS,3770000,3800000,809117000,137605000,36.5
1984,OKLAHOMA,40,SOYBEANS,220000,240000,23617000,4180000,19
1984,PENNSYLVANIA,42,SOYBEANS,170000,175000,34808000,5950000,35
1984,SOUTH CAROLINA,45,SOYBEANS,1490000,1520000,178800000,29800000,20
1984,SOUTH DAKOTA,46,SOYBEANS,1360000,1400000,172978000,31280000,23
1984,TENNESSEE,47,SOYBEANS,1850000,1900000,287157000,48100000,26
1984,TEXAS,48,SOYBEANS,410000,450000,65157000,11890000,29
1984,VIRGINIA,51,SOYBEANS,730000,750000,128133000,21535000,29.5
1984,WISCONSIN,55,SOYBEANS,450000,480000,79515000,13950000,31
1984,ALABAMA,1,WHEAT,"380,000","480,000","48,165,000","14,820,000",39
1984,ARIZONA,4,WHEAT,"142,000","145,000","52,146,000","12,780,000",90
1984,ARKANSAS,5,WHEAT,"1,400,000","1,500,000","202,664,000","61,600,000",44
1984,CALIFORNIA,6,WHEAT,"784,000","870,000","229,476,000","61,840,000",78.9
1984,COLORADO,8,WHEAT,"3,270,000","3,875,000","366,549,000","115,020,000",35.2
1984,DELAWARE,10,WHEAT,"49,000","50,000","6,630,000","2,009,000",41
1984,GEORGIA,13,WHEAT,"890,000","1,000,000","99,680,000","31,150,000",35
1984,IDAHO,16,WHEAT,"1,280,000","1,550,000","269,159,000","81,400,000",63.6
1984,ILLINOIS,17,WHEAT,"1,600,000","1,800,000","230,208,000","70,400,000",44
1984,INDIANA,18,WHEAT,"1,050,000","1,170,000","156,975,000","48,300,000",46
1984,IOWA,19,WHEAT,"100,000","110,000","11,736,000","3,600,000",36
1984,KANSAS,20,WHEAT,"11,200,000","13,300,000","1,431,584,000","431,200,000",38.5
1984,KENTUCKY,21,WHEAT,"500,000","670,000","62,700,000","19,000,000",38
1984,LOUISIANA,22,WHEAT,"320,000","400,000","45,920,000","13,120,000",41
1984,MARYLAND,24,WHEAT,"140,000","147,000","20,047,000","6,020,000",43
1984,MICHIGAN,26,WHEAT,"800,000","900,000","145,008,000","45,600,000",57
1984,MINNESOTA,27,WHEAT,"2,553,000","2,635,000","411,378,000","120,711,000",47.3
1984,MISSISSIPPI,28,WHEAT,"660,000","770,000","85,272,000","25,080,000",38
1984,MISSOURI,29,WHEAT,"2,050,000","2,350,000","268,120,000","84,050,000",41
1984,MONTANA,30,WHEAT,"4,640,000","5,015,000","369,363,000","104,655,000",22.6
1984,NEBRASKA,31,WHEAT,"2,250,000","3,200,000","266,490,000","81,000,000",36
1984,NEVADA,32,WHEAT,"24,000","27,000","5,516,000","1,840,000",76.7
1984,NEW JERSEY,34,WHEAT,"39,000","48,000","5,702,000","1,677,000",43
1984,NEW MEXICO,35,WHEAT,"460,000","730,000","40,305,000","11,960,000",26
1984,NEW YORK,36,WHEAT,"170,000","180,000","25,415,000","7,820,000",46
1984,NORTH CAROLINA,37,WHEAT,"620,000","700,000","89,311,000","26,660,000",43
1984,NORTH DAKOTA,38,WHEAT,"8,660,000","8,820,000","1,013,346,000","284,190,000",32.8
1984,OHIO,39,WHEAT,"1,100,000","1,240,000","160,204,000","48,400,000",44
1984,OKLAHOMA,40,WHEAT,"5,300,000","7,700,000","641,088,000","190,800,000",36
1984,OREGON,41,WHEAT,"1,115,000","1,200,000","239,240,000","68,945,000",61.8
1984,PENNSYLVANIA,42,WHEAT,"220,000","230,000","30,096,000","8,360,000",38
1984,SOUTH CAROLINA,45,WHEAT,"380,000","400,000","47,652,000","14,440,000",38
1984,SOUTH DAKOTA,46,WHEAT,"3,662,000","3,995,000","427,875,000","126,038,000",34.4
1984,TENNESSEE,47,WHEAT,"535,000","670,000","70,620,000","21,400,000",40
1984,TEXAS,48,WHEAT,"5,000,000","7,400,000","508,500,000","150,000,000",30
1984,UTAH,49,WHEAT,"231,000","269,000","27,259,000","8,055,000",34.9
1984,VIRGINIA,51,WHEAT,"275,000","320,000","41,456,000","12,375,000",45
1984,WASHINGTON,53,WHEAT,"2,610,000","2,820,000","553,208,000","160,350,000",61.4
1984,WEST VIRGINIA,54,WHEAT,"10,000","12,000","1,340,000","400,000",40
1984,WISCONSIN,55,WHEAT,"177,000","190,000","31,330,000","9,640,000",54.5
1984,WYOMING,56,WHEAT,"282,000","325,000","25,585,000","8,072,000",28.6
1983,ALABAMA,1,CORN,305000,350000,63882000,17995000,59
1983,ARIZONA,4,CORN,13000,20000,7163000,1885000,145
1983,ARKANSAS,5,CORN,33000,40000,9108000,2640000,80
1983,CALIFORNIA,6,CORN,260000,440000,134784000,33280000,128
1983,COLORADO,8,CORN,610000,780000,235911000,74420000,122
1983,CONNECTICUT,9,CORN,,60000,,,
1983,DELAWARE,10,CORN,145000,155000,40890000,10875000,75
1983,FLORIDA,12,CORN,122000,168000,31061000,8174000,67
1983,GEORGIA,13,CORN,735000,830000,200655000,55125000,75
1983,IDAHO,16,CORN,65000,145000,24752000,7735000,119
1983,ILLINOIS,17,CORN,7900000,8200000,2034566000,624100000,79
1983,INDIANA,18,CORN,4670000,4900000,1125003000,340910000,73
1983,IOWA,19,CORN,8550000,9100000,2320812000,743850000,87
1983,KANSAS,20,CORN,920000,1140000,278070000,85560000,93
1983,KENTUCKY,21,CORN,960000,1230000,163123000,46080000,48
1983,LOUISIANA,22,CORN,56000,70000,18144000,5040000,90
1983,MAINE,23,CORN,,40000,,,
1983,MARYLAND,24,CORN,545000,650000,138975000,37060000,68
1983,MASSACHUSETTS,25,CORN,,43000,,,
1983,MICHIGAN,26,CORN,1800000,2200000,529920000,165600000,92
1983,MINNESOTA,27,CORN,4370000,5100000,1123265000,367080000,84
1983,MISSISSIPPI,28,CORN,55000,100000,11968000,3520000,64
1983,MISSOURI,29,CORN,1430000,1700000,247962000,72930000,51
1983,MONTANA,30,CORN,13000,65000,4368000,1365000,105
1983,NEBRASKA,31,CORN,4850000,5300000,1472509000,470450000,97
1983,NEW HAMPSHIRE,33,CORN,,26000,,,
1983,NEW JERSEY,34,CORN,90000,125000,22338000,6120000,68
1983,NEW MEXICO,35,CORN,50000,70000,23520000,7000000,140
1983,NEW YORK,36,CORN,600000,1200000,191160000,54000000,90
1983,NORTH CAROLINA,37,CORN,1280000,1500000,281856000,76800000,60
1983,NORTH DAKOTA,38,CORN,435000,720000,88309000,29145000,67
1983,OHIO,39,CORN,2800000,3080000,734720000,224000000,80
1983,OKLAHOMA,40,CORN,37000,60000,14918000,4144000,112
1983,OREGON,41,CORN,33000,65000,19566000,5346000,162
1983,PENNSYLVANIA,42,CORN,1050000,1600000,271688000,72450000,69
1983,RHODE ISLAND,44,CORN,,4000,,,
1983,SOUTH CAROLINA,45,CORN,275000,320000,59675000,17050000,62
1983,SOUTH DAKOTA,46,CORN,1970000,2450000,318451000,104410000,53
1983,TENNESSEE,47,CORN,480000,650000,84096000,23040000,48
1983,TEXAS,48,CORN,1080000,1150000,355136000,104760000,97
1983,UTAH,49,CORN,14000,80000,5713000,1540000,110
1983,VERMONT,50,CORN,,108000,,,
1983,VIRGINIA,51,CORN,340000,610000,60384000,16320000,48
1983,WASHINGTON,53,CORN,110000,160000,63712000,17600000,160
1983,WEST VIRGINIA,54,CORN,60000,103000,15678000,4680000,78
1983,WISCONSIN,55,CORN,2300000,3190000,702765000,223100000,97
1983,WYOMING,56,CORN,68000,110000,22277000,7072000,104
1983,ALABAMA,1,SOYBEANS,1500000,1550000,234000000,30000000,20
1983,ARKANSAS,5,SOYBEANS,3800000,3900000,553261000,70300000,18.5
1983,DELAWARE,10,SOYBEANS,250000,255000,56985000,7250000,29
1983,FLORIDA,12,SOYBEANS,312000,327000,63570000,7800000,25
1983,GEORGIA,13,SOYBEANS,2000000,2050000,318780000,42000000,21
1983,ILLINOIS,17,SOYBEANS,9050000,9100000,2119782000,266975000,29.5
1983,INDIANA,18,SOYBEANS,3950000,4000000,974702000,122450000,31
1983,IOWA,19,SOYBEANS,7960000,8000000,2167508000,278600000,35
1983,KANSAS,20,SOYBEANS,1520000,1600000,189453000,24320000,16
1983,KENTUCKY,21,SOYBEANS,1440000,1500000,190699000,24480000,17
1983,LOUISIANA,22,SOYBEANS,2620000,2670000,529292000,68120000,26
1983,MARYLAND,24,SOYBEANS,385000,390000,78679000,10010000,26
1983,MICHIGAN,26,SOYBEANS,1040000,1050000,264316000,33800000,32.5
1983,MINNESOTA,27,SOYBEANS,4600000,4650000,1168860000,151800000,33
1983,MISSISSIPPI,28,SOYBEANS,3100000,3200000,462365000,58900000,19
1983,MISSOURI,29,SOYBEANS,5150000,5300000,810610000,103000000,20
1983,NEBRASKA,31,SOYBEANS,2070000,2100000,452492000,58995000,28.5
1983,NEW JERSEY,34,SOYBEANS,133000,135000,23677000,3059000,23
1983,NORTH CAROLINA,37,SOYBEANS,1650000,1750000,260370000,33000000,20
1983,NORTH DAKOTA,38,SOYBEANS,530000,540000,105465000,14310000,27
1983,OHIO,39,SOYBEANS,3280000,3300000,830234000,104960000,32
1983,OKLAHOMA,40,SOYBEANS,230000,250000,29716000,3910000,17
1983,PENNSYLVANIA,42,SOYBEANS,145000,152000,27144000,3480000,24
1983,SOUTH CAROLINA,45,SOYBEANS,1430000,1480000,183805000,23595000,16.5
1983,SOUTH DAKOTA,46,SOYBEANS,985000,1000000,199949000,26103000,26.5
1983,TENNESSEE,47,SOYBEANS,1970000,2020000,250899000,31520000,16
1983,TEXAS,48,SOYBEANS,420000,460000,70214000,9450000,22.5
1983,VIRGINIA,51,SOYBEANS,610000,650000,76616000,9760000,16
1983,WISCONSIN,55,SOYBEANS,395000,400000,105070000,13825000,35
1983,ALABAMA,1,WHEAT,"460,000","600,000","49,335,000","15,180,000",33
1983,ARIZONA,4,WHEAT,"119,000","135,000","44,477,000","11,094,000",93.2
1983,ARKANSAS,5,WHEAT,"1,500,000","1,700,000","191,295,000","58,500,000",39
1983,CALIFORNIA,6,WHEAT,"680,000","810,000","187,916,000","46,560,000",68.5
1983,COLORADO,8,WHEAT,"3,063,000","3,865,000","395,260,000","122,103,000",39.9
1983,DELAWARE,10,WHEAT,"54,000","55,000","7,181,000","2,106,000",39
1983,GEORGIA,13,WHEAT,"910,000","1,060,000","99,936,000","30,940,000",34
1983,IDAHO,16,WHEAT,"1,305,000","1,500,000","315,014,000","91,710,000",70.3
1983,ILLINOIS,17,WHEAT,"1,400,000","1,550,000","214,452,000","64,400,000",46
1983,INDIANA,18,WHEAT,"970,000","1,100,000","164,240,000","49,470,000",51
1983,IOWA,19,WHEAT,"50,000","75,000","6,460,000","1,900,000",38
1983,KANSAS,20,WHEAT,"10,800,000","13,200,000","1,523,880,000","448,200,000",41.5
1983,KENTUCKY,21,WHEAT,"520,000","740,000","53,841,000","16,120,000",31
1983,LOUISIANA,22,WHEAT,"250,000","430,000","27,000,000","7,500,000",30
1983,MARYLAND,24,WHEAT,"131,000","145,000","18,584,000","5,371,000",41
1983,MICHIGAN,26,WHEAT,"730,000","830,000","121,260,000","35,770,000",49
1983,MINNESOTA,27,WHEAT,"2,140,000","2,340,000","302,138,000","78,960,000",36.9
1983,MISSISSIPPI,28,WHEAT,"600,000","720,000","73,440,000","20,400,000",34
1983,MISSOURI,29,WHEAT,"1,850,000","2,200,000","234,802,000","70,300,000",38
1983,MONTANA,30,WHEAT,"4,455,000","4,810,000","505,238,000","136,930,000",30.7
1983,NEBRASKA,31,WHEAT,"2,300,000","2,800,000","331,315,000","98,900,000",43
1983,NEVADA,32,WHEAT,"18,000","21,000","4,459,000","1,260,000",70
1983,NEW JERSEY,34,WHEAT,"38,000","55,000","5,107,000","1,520,000",40
1983,NEW MEXICO,35,WHEAT,"470,000","750,000","46,069,000","13,630,000",29
1983,NEW YORK,36,WHEAT,"160,000","175,000","24,288,000","7,360,000",46
1983,NORTH CAROLINA,37,WHEAT,"470,000","600,000","48,739,000","15,980,000",34
1983,NORTH DAKOTA,38,WHEAT,"7,205,000","7,370,000","733,097,000","194,130,000",26.9
1983,OHIO,39,WHEAT,"1,200,000","1,300,000","196,980,000","58,800,000",49
1983,OKLAHOMA,40,WHEAT,"4,300,000","7,800,000","508,690,000","150,500,000",35
1983,OREGON,41,WHEAT,"1,085,000","1,170,000","239,331,000","65,570,000",60.4
1983,PENNSYLVANIA,42,WHEAT,"200,000","210,000","27,740,000","7,600,000",38
1983,SOUTH CAROLINA,45,WHEAT,"375,000","440,000","34,125,000","10,500,000",28
1983,SOUTH DAKOTA,46,WHEAT,"2,727,000","3,080,000","323,404,000","89,729,000",32.9
1983,TENNESSEE,47,WHEAT,"600,000","820,000","65,340,000","19,800,000",33
1983,TEXAS,48,WHEAT,"4,600,000","7,750,000","544,180,000","161,000,000",35
1983,UTAH,49,WHEAT,"217,000","250,000","26,535,000","8,027,000",37
1983,VIRGINIA,51,WHEAT,"340,000","410,000","48,552,000","14,280,000",42
1983,WASHINGTON,53,WHEAT,"2,690,000","3,050,000","635,058,000","172,570,000",64.2
1983,WEST VIRGINIA,54,WHEAT,"9,000","11,000","1,304,000","378,000",42
1983,WISCONSIN,55,WHEAT,"128,000","148,000","20,343,000","5,812,000",45.4
1983,WYOMING,56,WHEAT,"271,000","344,000","28,993,000","8,964,000",33.1
1982,ALABAMA,1,CORN,380000,450000,67716000,25080000,66
1982,ARIZONA,4,CORN,18000,30000,7722000,2376000,132
1982,ARKANSAS,5,CORN,30000,40000,7047000,2700000,90
1982,CALIFORNIA,6,CORN,330000,550000,146718000,42900000,130
1982,COLORADO,8,CORN,790000,980000,280253000,101910000,129
1982,CONNECTICUT,9,CORN,,62000,,,
1982,DELAWARE,10,CORN,177000,188000,46038000,18054000,102
1982,FLORIDA,12,CORN,210000,265000,33957000,13860000,66
1982,GEORGIA,13,CORN,815000,900000,179422000,69275000,85
1982,IDAHO,16,CORN,71000,152000,23430000,8520000,120
1982,ILLINOIS,17,CORN,11440000,11700000,3911450000,1498640000,131
1982,INDIANA,18,CORN,6270000,6450000,1903948000,790020000,126
1982,IOWA,19,CORN,13150000,13750000,4244820000,1578000000,120
1982,KANSAS,20,CORN,1220000,1400000,376907000,139080000,114
1982,KENTUCKY,21,CORN,1490000,1680000,391349000,153470000,103
1982,LOUISIANA,22,CORN,40000,55000,8640000,3200000,80
1982,MAINE,23,CORN,,42000,,,
1982,MARYLAND,24,CORN,640000,750000,171392000,65920000,103
1982,MASSACHUSETTS,25,CORN,,46000,,,
1982,MICHIGAN,26,CORN,2740000,3150000,727086000,293180000,107
1982,MINNESOTA,27,CORN,6500000,7300000,1887665000,734500000,113
1982,MISSISSIPPI,28,CORN,90000,150000,15903000,5580000,62
1982,MISSOURI,29,CORN,1970000,2130000,537219000,198970000,101
1982,MONTANA,30,CORN,14000,80000,3290000,1400000,100
1982,NEBRASKA,31,CORN,6800000,7300000,2109360000,748000000,110
1982,NEW HAMPSHIRE,33,CORN,,26000,,,
1982,NEW JERSEY,34,CORN,114000,152000,30438000,11400000,100
1982,NEW MEXICO,35,CORN,65000,90000,23481000,8125000,125
1982,NEW YORK,36,CORN,765000,1410000,207621000,70380000,92
1982,NORTH CAROLINA,37,CORN,1570000,1740000,363706000,155430000,99
1982,NORTH DAKOTA,38,CORN,520000,890000,87693000,35360000,68
1982,OHIO,39,CORN,4000000,4280000,1153680000,456000000,114
1982,OKLAHOMA,40,CORN,45000,80000,13275000,4500000,100
1982,OREGON,41,CORN,39000,70000,18720000,6240000,160
1982,PENNSYLVANIA,42,CORN,1300000,1820000,342992000,126100000,97
1982,RHODE ISLAND,44,CORN,,4000,,,
1982,SOUTH CAROLINA,45,CORN,380000,430000,90288000,33440000,88
1982,SOUTH DAKOTA,46,CORN,2690000,3400000,468706000,193680000,72
1982,TENNESSEE,47,CORN,630000,800000,150255000,56700000,90
1982,TEXAS,48,CORN,1140000,1200000,367479000,119700000,105
1982,UTAH,49,CORN,17000,90000,6219000,2006000,118
1982,VERMONT,50,CORN,,108000,,,
1982,VIRGINIA,51,CORN,620000,835000,156550000,62620000,101
1982,WASHINGTON,53,CORN,160000,220000,72000000,24000000,150
1982,WEST VIRGINIA,54,CORN,80000,120000,19992000,7840000,98
1982,WISCONSIN,55,CORN,3350000,4400000,973242000,361800000,108
1982,WYOMING,56,CORN,49000,92000,13377000,5145000,105
1982,ALABAMA,1,SOYBEANS,2000000,2050000,268000000,50000000,25
1982,ARKANSAS,5,SOYBEANS,4400000,4500000,602976000,105600000,24
